,filename, width, height,xmin,ymin,xmax,ymax,class
1322,000000078112.jpg,424,640,163.0,61.5,386.04,398.52,bear
1323,000000081956.jpg,640,480,184.09,431.82,421.39,633.17,umbrella
1324,000000081956.jpg,640,480,71.91,66.16,480.0,251.69,umbrella
1325,000000082081.jpg,427,640,0.0,50.64,399.66,262.64,dog
1326,000000082081.jpg,427,640,0.0,0.0,640.0,401.26,dog
1327,000000082091.jpg,512,640,101.71,19.36,550.14,444.68,bear
1328,000000082091.jpg,512,640,335.04,237.78,488.54,358.3,bear
1329,000000082135.jpg,480,640,197.52,151.15,246.5,231.25,elephant
1330,000000082135.jpg,480,640,377.7,143.71,397.73,232.11,elephant
1331,000000082135.jpg,480,640,435.43,17.23,640.0,257.61,elephant
1332,000000082135.jpg,480,640,19.37,41.92,157.13,280.84,elephant
1333,000000082135.jpg,480,640,127.57,40.54,396.76,274.05,elephant
1334,000000082135.jpg,480,640,267.88,220.6,384.16,435.21,elephant
1335,000000082142.jpg,375,500,205.24,15.63,293.92,318.83,dog
1336,000000082142.jpg,375,500,146.97,153.79,365.91,309.09,dog
1337,000000082144.jpg,427,640,155.59,137.0,289.56,321.11,dog
1338,000000082144.jpg,427,640,245.04,162.19,287.13,188.36,dog
1339,000000082456.jpg,480,640,99.24,173.33,201.71,427.9,elephant
1340,000000082456.jpg,480,640,279.3,133.6,332.1,209.98,elephant
1341,000000082456.jpg,480,640,204.98,196.9,376.18,424.2,elephant
1342,000000082456.jpg,480,640,133.27,124.06,177.7,206.41,elephant
1343,000000084158.jpg,640,428,76.77,146.44,286.24,580.61,bear
1344,000000090173.jpg,333,500,128.93,83.26,212.68,134.02,dog
1345,000000090173.jpg,333,500,149.83,10.34,329.05,311.1,dog
1346,000000090173.jpg,333,500,292.31,83.83,383.74,118.73,dog
1347,000000090173.jpg,333,500,291.87,90.57,431.88,138.91,dog
1348,000000090173.jpg,333,500,2.24,1.27,500.0,332.61,dog
1349,000000090173.jpg,333,500,48.96,97.47,130.63,130.55,dog
1350,000000090196.jpg,480,640,362.42,173.94,383.63,203.94,elephant
1351,000000090196.jpg,480,640,178.87,134.06,254.5,195.03,elephant
1352,000000090196.jpg,480,640,314.91,159.79,349.68,256.44,elephant
1353,000000090196.jpg,480,640,560.92,147.5,598.07,264.85,elephant
1354,000000090196.jpg,480,640,357.47,155.79,399.94,250.99,elephant
1355,000000090196.jpg,480,640,168.24,161.25,278.66,278.17,elephant
1356,000000090244.jpg,480,640,37.75,83.06,541.48,426.07,bear
1357,000000090293.jpg,427,640,0.0,12.3,493.21,210.57,umbrella
1358,000000090293.jpg,427,640,341.6,43.18,472.1,420.28,umbrella
1359,000000090293.jpg,427,640,249.74,119.86,351.94,363.05,umbrella
1360,000000090293.jpg,427,640,332.84,182.14,367.09,312.77,umbrella
1361,000000090293.jpg,427,640,365.9,93.51,382.08,146.96,umbrella
1362,000000090293.jpg,427,640,339.11,236.8,366.74,259.82,umbrella
1363,000000090293.jpg,427,640,293.14,13.17,324.42,44.63,umbrella
1364,000000090293.jpg,427,640,270.85,163.85,312.23,221.6,umbrella
1365,000000090293.jpg,427,640,240.61,229.55,256.7,247.97,umbrella
1366,000000090293.jpg,427,640,115.5,176.18,171.63,229.11,umbrella
1367,000000090293.jpg,427,640,0.0,148.51,85.21,365.84,umbrella
1368,000000090310.jpg,395,640,49.71,90.54,313.34,336.42,bear
1369,000000090310.jpg,395,640,268.71,27.11,640.0,277.36,bear
1370,000000090324.jpg,427,640,145.63,325.13,177.0,427.0,umbrella
1371,000000090324.jpg,427,640,145.7,331.84,188.66,426.46,umbrella
1372,000000090324.jpg,427,640,530.86,290.86,546.23,306.53,umbrella
1373,000000090324.jpg,427,640,498.84,299.94,524.18,319.97,umbrella
1374,000000090324.jpg,427,640,341.0,326.04,350.77,346.76,umbrella
1375,000000090324.jpg,427,640,200.77,331.72,286.1,427.0,umbrella
1376,000000090324.jpg,427,640,542.45,291.8,556.5,307.52,umbrella
1377,000000090324.jpg,427,640,289.67,322.71,370.7,346.52,umbrella
1378,000000090324.jpg,427,640,122.24,309.71,183.62,335.19,umbrella
1379,000000090324.jpg,427,640,325.55,333.56,359.73,354.5,umbrella
1380,000000090324.jpg,427,640,369.3,310.63,439.5,421.23,umbrella
1381,000000090324.jpg,427,640,437.74,301.72,516.07,427.0,umbrella
1382,000000090324.jpg,427,640,502.94,308.05,548.81,426.92,umbrella
1383,000000090324.jpg,427,640,598.26,265.68,627.97,406.07,umbrella
1384,000000090324.jpg,427,640,0.0,297.82,35.74,427.0,umbrella
1385,000000090324.jpg,427,640,548.59,275.84,589.76,422.32,umbrella
1386,000000090324.jpg,427,640,150.31,308.86,331.26,420.87,umbrella
1387,000000090324.jpg,427,640,617.93,284.12,629.13,305.31,umbrella
1388,000000090324.jpg,427,640,59.32,313.69,140.35,427.0,umbrella
1389,000000090324.jpg,427,640,10.25,276.71,87.62,336.71,umbrella
1390,000000090324.jpg,427,640,477.72,305.75,503.58,329.59,umbrella
1391,000000090324.jpg,427,640,56.53,353.43,84.93,406.48,umbrella
1392,000000090324.jpg,427,640,171.85,347.98,200.62,394.55,umbrella
1393,000000090324.jpg,427,640,560.44,306.82,589.4,329.08,umbrella
1394,000000090324.jpg,427,640,101.28,348.53,142.56,418.02,umbrella
1395,000000090324.jpg,427,640,394.89,296.78,479.21,330.2,umbrella
1396,000000090324.jpg,427,640,458.1,356.53,496.4,425.77,umbrella
1397,000000090359.jpg,479,640,261.16,301.21,295.7,331.11,dog
1398,000000090359.jpg,479,640,297.95,144.58,449.0,349.42,dog
1399,000000090359.jpg,479,640,388.0,48.68,491.19,274.24,dog
1400,000000090359.jpg,479,640,505.91,335.84,640.0,418.72,dog
1401,000000090359.jpg,479,640,97.73,336.11,428.52,433.84,dog
1402,000000090359.jpg,479,640,361.62,286.01,377.76,317.91,dog
1403,000000090359.jpg,479,640,179.78,259.48,191.48,263.67,dog
1404,000000090359.jpg,479,640,159.94,259.3,171.59,262.45,dog
1405,000000090359.jpg,479,640,374.59,305.81,386.55,326.65,dog
1406,000000090359.jpg,479,640,534.99,308.55,640.0,338.41,dog
1407,000000090359.jpg,479,640,232.96,225.92,280.73,328.36,dog
1408,000000090359.jpg,479,640,348.63,237.36,376.22,326.17,dog
1409,000000090366.jpg,640,426,15.47,78.06,390.68,439.43,dog
1410,000000090366.jpg,640,426,46.64,303.16,186.77,624.9,dog
1411,000000090367.jpg,640,480,126.96,176.19,478.06,595.95,dog
1412,000000090640.jpg,435,640,60.42,231.14,84.03,264.12,elephant
1413,000000090640.jpg,435,640,89.34,226.05,105.49,237.35,elephant
1414,000000090640.jpg,435,640,252.19,235.2,261.3,254.01,elephant
1415,000000090640.jpg,435,640,449.39,289.81,457.99,320.13,elephant
1416,000000090640.jpg,435,640,104.3,240.59,118.66,262.6,elephant
1417,000000090640.jpg,435,640,116.98,231.27,141.61,256.48,elephant
1418,000000090640.jpg,435,640,528.13,156.45,640.0,435.0,elephant
1419,000000090640.jpg,435,640,370.48,184.75,518.09,380.26,elephant
1420,000000090640.jpg,435,640,297.41,198.77,381.31,329.34,elephant
1421,000000090640.jpg,435,640,259.1,237.91,268.84,269.69,elephant
1422,000000090640.jpg,435,640,183.78,206.25,249.76,290.44,elephant
1423,000000090640.jpg,435,640,0.97,231.75,74.93,295.98,elephant
1424,000000090640.jpg,435,640,263.22,205.66,315.2,302.27,elephant
1425,000000090640.jpg,435,640,77.14,230.93,101.38,252.98,elephant
1426,000000090640.jpg,435,640,104.0,224.02,118.47,261.0,elephant
1427,000000090640.jpg,435,640,126.84,206.54,164.58,266.72,elephant
1428,000000090640.jpg,435,640,302.96,163.5,324.12,186.82,elephant
1429,000000090640.jpg,435,640,513.37,278.64,546.0,325.34,elephant
1430,000000090640.jpg,435,640,225.03,230.62,257.09,277.46,elephant
1431,000000090640.jpg,435,640,140.92,204.53,188.25,279.87,elephant
1432,000000090640.jpg,435,640,243.23,223.67,255.93,241.55,elephant
1433,000000090712.jpg,425,640,340.0,264.26,391.57,361.67,elephant
1434,000000090712.jpg,425,640,37.08,10.22,127.92,104.78,elephant
1435,000000090712.jpg,425,640,3.82,132.75,426.91,419.27,elephant
1436,000000090712.jpg,425,640,54.57,312.72,183.64,369.38,elephant
1437,000000090712.jpg,425,640,1.44,178.35,44.83,280.07,elephant
1438,000000090712.jpg,425,640,179.55,23.72,306.57,137.37,elephant
1439,000000092274.jpg,480,640,124.04,216.63,232.99,472.27,bear
1440,000000092274.jpg,480,640,268.58,136.99,586.79,357.03,bear
1441,000000094355.jpg,482,640,124.6,8.74,561.79,467.79,bear
1442,000000096481.jpg,375,500,85.3,16.05,437.5,358.95,bear
1443,000000098304.jpg,424,640,263.87,216.88,285.0,232.05,dog
1444,000000098304.jpg,424,640,452.46,231.71,628.13,374.83,dog
1445,000000098304.jpg,424,640,71.88,213.93,253.85,413.19,dog
1446,000000098304.jpg,424,640,334.49,288.62,464.51,419.44,dog
1447,000000098304.jpg,424,640,300.04,264.33,404.18,356.8,dog
1448,000000098304.jpg,424,640,362.71,268.86,369.46,279.32,dog
1449,000000098304.jpg,424,640,339.81,270.97,345.53,280.62,dog
1450,000000098304.jpg,424,640,342.04,264.24,345.36,270.39,dog
1451,000000098304.jpg,424,640,455.85,231.54,630.63,377.09,dog
1452,000000098304.jpg,424,640,344.8,246.91,355.22,277.11,dog
1453,000000098304.jpg,424,640,398.89,214.13,528.59,290.14,dog
1454,000000098304.jpg,424,640,401.53,215.34,530.63,294.89,dog
1455,000000098394.jpg,426,640,559.24,203.3,596.93,262.75,elephant
1456,000000098394.jpg,426,640,139.58,229.62,201.16,329.96,elephant
1457,000000098394.jpg,426,640,273.79,173.27,386.75,354.2,elephant
1458,000000098394.jpg,426,640,354.04,153.51,457.66,335.81,elephant
1459,000000098394.jpg,426,640,20.15,147.28,175.58,341.09,elephant
1460,000000098394.jpg,426,640,408.99,198.9,511.08,366.83,elephant
1461,000000098394.jpg,426,640,513.35,195.97,549.59,255.8,elephant
1462,000000098394.jpg,426,640,546.7,189.07,581.55,259.12,elephant
1463,000000098394.jpg,426,640,187.27,190.2,266.82,332.5,elephant
1464,000000098394.jpg,426,640,486.46,190.9,529.73,249.81,elephant
1465,000000098394.jpg,426,640,245.06,243.65,297.75,333.47,elephant
1466,000000098431.jpg,427,640,124.84,185.25,144.74,273.71,backpack
1467,000000098431.jpg,427,640,69.47,197.91,80.85,219.61,backpack
1468,000000098431.jpg,427,640,54.62,190.32,75.33,262.03,backpack
1469,000000098431.jpg,427,640,70.37,182.7,99.58,262.61,backpack
1470,000000098431.jpg,427,640,70.44,181.66,130.78,221.25,backpack
1471,000000098431.jpg,427,640,53.57,200.9,64.05,225.95,backpack
1472,000000098431.jpg,427,640,152.57,81.56,551.74,301.3,backpack
1473,000000098431.jpg,427,640,25.6,181.0,61.55,215.97,backpack
1474,000000098431.jpg,427,640,112.71,203.47,131.52,230.18,backpack
1475,000000098439.jpg,450,600,374.24,326.52,472.76,431.41,umbrella
1476,000000098439.jpg,450,600,211.96,36.22,521.8,278.79,umbrella
1477,000000098439.jpg,450,600,382.25,125.39,489.44,205.28,umbrella
1478,000000098439.jpg,450,600,432.68,245.35,536.2,379.32,umbrella
1479,000000098439.jpg,450,600,320.87,102.06,394.59,163.22,umbrella
1480,000000098503.jpg,480,640,413.99,404.34,441.82,435.74,dog
1481,000000098503.jpg,480,640,0.57,349.78,170.43,479.49,dog
1482,000000098503.jpg,480,640,333.63,313.74,371.77,351.25,dog
1483,000000098503.jpg,480,640,169.37,303.71,244.49,334.23,dog
1484,000000098503.jpg,480,640,155.15,94.06,264.73,240.48,dog
1485,000000098503.jpg,480,640,484.95,101.2,640.0,368.41,dog
1486,000000098503.jpg,480,640,321.25,161.03,372.67,179.92,dog
1487,000000098503.jpg,480,640,292.02,315.31,329.9,349.54,dog
1488,000000098503.jpg,480,640,11.81,100.07,320.0,479.13,dog
1489,000000098503.jpg,480,640,0.0,135.77,57.56,276.59,dog
1490,000000098550.jpg,640,426,2.88,185.53,155.33,251.69,umbrella
1491,000000098550.jpg,640,426,143.14,222.45,256.21,269.73,umbrella
1492,000000098550.jpg,640,426,55.85,294.92,95.31,333.48,umbrella
1493,000000098550.jpg,640,426,56.34,261.13,135.8,486.5,umbrella
1494,000000098550.jpg,640,426,256.97,265.37,314.12,451.78,umbrella
1495,000000098550.jpg,640,426,212.9,270.18,285.02,499.81,umbrella
1496,000000098550.jpg,640,426,227.95,260.18,276.45,283.89,umbrella
1497,000000098550.jpg,640,426,124.69,228.66,230.97,537.05,umbrella
1498,000000098550.jpg,640,426,0.0,297.83,11.29,366.36,umbrella
1499,000000098550.jpg,640,426,110.74,166.83,287.64,225.8,umbrella
1500,000000098550.jpg,640,426,107.24,240.62,161.08,271.29,umbrella
1501,000000098550.jpg,640,426,211.65,211.74,362.81,300.26,umbrella
1502,000000098550.jpg,640,426,207.61,261.38,240.13,439.76,umbrella
1503,000000098554.jpg,480,640,462.81,305.68,602.84,390.45,backpack
1504,000000098554.jpg,480,640,302.96,252.26,319.0,265.1,backpack
1505,000000098554.jpg,480,640,294.86,258.47,304.4,270.65,backpack
1506,000000098554.jpg,480,640,279.81,220.48,283.63,225.42,backpack
1507,000000098554.jpg,480,640,166.66,363.45,210.63,426.48,backpack
1508,000000098554.jpg,480,640,153.92,241.58,164.61,272.2,backpack
1509,000000098554.jpg,480,640,65.04,126.57,160.46,479.57,backpack
1510,000000098554.jpg,480,640,214.49,294.53,262.67,340.15,backpack
1511,000000098554.jpg,480,640,0.0,114.58,109.44,474.31,backpack
1512,000000098554.jpg,480,640,512.94,339.0,637.48,474.22,backpack
1513,000000098554.jpg,480,640,157.48,161.62,230.83,369.8,backpack
1514,000000098554.jpg,480,640,194.77,264.83,307.22,426.62,backpack
1515,000000098554.jpg,480,640,291.3,136.67,425.25,480.0,backpack
1516,000000098554.jpg,480,640,460.5,87.49,617.61,474.31,backpack
1517,000000098554.jpg,480,640,285.44,158.76,309.33,221.27,backpack
1518,000000098554.jpg,480,640,340.95,249.27,373.04,354.7,backpack
1519,000000098554.jpg,480,640,203.66,264.66,467.58,460.58,backpack
1520,000000098560.jpg,375,500,175.29,302.64,206.37,343.05,dog
1521,000000098560.jpg,375,500,294.94,0.0,405.34,142.42,dog
1522,000000098560.jpg,375,500,276.8,42.76,294.05,70.43,dog
1523,000000098560.jpg,375,500,0.84,62.5,267.74,369.93,dog
1524,000000098560.jpg,375,500,63.66,0.23,184.64,110.73,dog
1525,000000098560.jpg,375,500,257.28,101.46,292.84,138.73,dog
1526,000000098560.jpg,375,500,370.44,0.03,456.17,125.33,dog
1527,000000098560.jpg,375,500,131.2,279.37,156.86,284.36,dog
1528,000000098560.jpg,375,500,252.02,150.68,486.59,370.82,dog
1529,000000098560.jpg,375,500,463.11,33.27,471.83,42.61,dog
1530,000000098560.jpg,375,500,175.63,300.91,208.78,341.85,dog
1531,000000098560.jpg,375,500,227.33,58.35,246.44,76.78,dog
1532,000000098560.jpg,375,500,0.0,1.27,196.79,264.78,dog
1533,000000098560.jpg,375,500,154.17,273.99,208.5,307.15,dog
1534,000000098560.jpg,375,500,137.67,1.69,500.0,130.91,dog
1535,000000098612.jpg,364,500,9.0,251.12,492.42,364.0,dog
1536,000000098612.jpg,364,500,172.81,122.07,297.08,364.0,dog
1537,000000098616.jpg,640,640,157.85,107.55,640.0,632.75,elephant
1538,000000098616.jpg,640,640,489.52,517.11,525.93,551.89,elephant
1539,000000098616.jpg,640,640,354.69,487.2,472.12,639.68,elephant
1540,000000098631.jpg,409,640,2.12,295.27,105.96,404.41,umbrella
1541,000000098631.jpg,409,640,91.2,173.64,428.34,404.85,umbrella
1542,000000098631.jpg,409,640,0.92,109.37,151.65,311.58,umbrella
1543,000000098631.jpg,409,640,213.12,21.83,434.95,222.39,umbrella
1544,000000098631.jpg,409,640,312.58,0.71,638.93,222.16,umbrella
1545,000000098631.jpg,409,640,22.98,0.0,250.0,161.76,umbrella
1546,000000098631.jpg,409,640,385.96,208.66,531.89,404.52,umbrella
1547,000000098631.jpg,409,640,0.32,0.36,42.49,106.49,umbrella
1548,000000098631.jpg,409,640,482.93,183.7,640.0,404.52,umbrella
1549,000000098641.jpg,480,640,175.44,174.47,204.57,192.27,backpack
1550,000000098641.jpg,480,640,224.49,279.81,301.12,365.24,backpack
1551,000000098641.jpg,480,640,183.96,388.05,517.94,462.16,backpack
1552,000000098641.jpg,480,640,264.47,201.61,321.88,234.15,backpack
1553,000000098641.jpg,480,640,68.54,181.7,91.69,204.26,backpack
1554,000000098641.jpg,480,640,425.0,201.4,480.04,235.2,backpack
1555,000000098641.jpg,480,640,44.72,200.21,93.39,234.6,backpack
1556,000000098641.jpg,480,640,193.41,200.63,256.94,235.09,backpack
1557,000000098641.jpg,480,640,148.35,203.95,185.35,235.0,backpack
1558,000000098641.jpg,480,640,595.23,409.65,639.84,472.52,backpack
1559,000000098641.jpg,480,640,333.18,225.07,368.05,243.26,backpack
1560,000000098641.jpg,480,640,246.37,143.2,283.43,242.25,backpack
1561,000000098641.jpg,480,640,319.63,175.57,347.89,190.89,backpack
1562,000000098641.jpg,480,640,290.23,143.99,354.2,244.44,backpack
1563,000000098641.jpg,480,640,395.31,181.04,435.05,206.46,backpack
1564,000000098641.jpg,480,640,168.81,151.82,217.42,242.03,backpack
1565,000000098641.jpg,480,640,113.59,150.42,161.78,240.5,backpack
1566,000000098641.jpg,480,640,325.04,226.21,456.22,480.0,backpack
1567,000000098641.jpg,480,640,468.97,235.74,591.29,363.94,backpack
1568,000000098641.jpg,480,640,7.9,145.92,63.83,241.75,backpack
1569,000000098641.jpg,480,640,82.11,144.37,121.47,242.96,backpack
1570,000000098641.jpg,480,640,475.17,161.86,521.29,255.28,backpack
1571,000000098641.jpg,480,640,514.52,156.74,527.4,193.74,backpack
1572,000000098641.jpg,480,640,381.22,153.73,432.93,238.85,backpack
1573,000000098641.jpg,480,640,367.8,345.47,452.79,374.22,backpack
1574,000000098641.jpg,480,640,509.83,352.32,633.02,401.16,backpack
1575,000000098641.jpg,480,640,7.18,183.13,40.08,198.32,backpack
1576,000000098641.jpg,480,640,15.5,207.39,49.2,239.73,backpack
1577,000000098683.jpg,480,640,10.91,379.03,20.35,390.76,backpack
1578,000000098683.jpg,480,640,363.39,283.4,367.32,289.56,backpack
1579,000000098683.jpg,480,640,581.35,361.35,586.59,372.05,backpack
1580,000000098683.jpg,480,640,248.78,370.09,252.36,375.61,backpack
1581,000000098683.jpg,480,640,344.43,361.63,356.43,389.61,backpack
1582,000000098683.jpg,480,640,388.91,320.28,397.32,326.98,backpack
1583,000000098683.jpg,480,640,32.51,379.59,37.04,389.95,backpack
1584,000000098683.jpg,480,640,411.09,328.52,418.28,336.31,backpack
1585,000000098683.jpg,480,640,405.97,311.72,409.37,317.66,backpack
1586,000000098683.jpg,480,640,445.48,329.57,454.26,336.01,backpack
1587,000000098683.jpg,480,640,384.4,357.63,553.56,403.61,backpack
1588,000000098683.jpg,480,640,507.89,359.65,521.43,395.94,backpack
1589,000000098683.jpg,480,640,25.94,368.07,33.62,390.44,backpack
1590,000000098683.jpg,480,640,65.5,279.15,126.01,348.58,backpack
1591,000000098683.jpg,480,640,461.72,114.1,551.97,233.76,backpack
1592,000000098683.jpg,480,640,62.79,373.68,74.73,389.14,backpack
1593,000000098683.jpg,480,640,191.21,368.8,198.69,384.43,backpack
1594,000000098683.jpg,480,640,362.0,365.54,369.24,389.92,backpack
1595,000000098683.jpg,480,640,192.51,375.06,198.34,387.02,backpack
1596,000000098683.jpg,480,640,238.06,365.76,241.26,374.49,backpack
1597,000000098683.jpg,480,640,345.92,367.53,350.03,376.17,backpack
1598,000000098773.jpg,640,427,0.0,40.37,368.18,535.11,elephant
1599,000000098801.jpg,640,417,149.2,107.22,247.64,551.97,backpack
1600,000000098801.jpg,640,417,287.28,51.28,330.06,91.88,backpack
1601,000000098801.jpg,640,417,38.7,468.27,113.9,528.94,backpack
1602,000000098801.jpg,640,417,217.87,13.6,257.48,120.19,backpack
1603,000000098801.jpg,640,417,245.85,208.05,336.51,558.14,backpack
1604,000000098801.jpg,640,417,330.95,42.51,383.12,103.15,backpack
1605,000000098801.jpg,640,417,319.07,89.25,357.07,125.55,backpack
1606,000000098864.jpg,427,640,147.44,132.44,343.71,410.09,elephant
1607,000000098864.jpg,427,640,203.14,5.59,291.87,154.12,elephant
1608,000000098864.jpg,427,640,200.99,113.01,281.61,219.7,elephant
1609,000000098864.jpg,427,640,61.73,114.78,70.68,128.55,elephant
1610,000000098949.jpg,427,640,117.12,164.9,232.51,226.77,elephant
1611,000000098949.jpg,427,640,212.66,193.03,336.32,297.82,elephant
1612,000000098949.jpg,427,640,237.33,183.86,358.01,303.13,elephant
1613,000000098949.jpg,427,640,92.12,37.42,544.07,309.93,elephant
1614,000000098949.jpg,427,640,36.22,232.2,205.37,325.72,elephant
1615,000000099004.jpg,480,640,376.86,302.44,382.05,307.23,backpack
1616,000000099004.jpg,480,640,119.49,166.97,129.09,175.3,backpack
1617,000000099004.jpg,480,640,598.65,312.81,640.0,473.53,backpack
1618,000000099004.jpg,480,640,472.34,361.57,478.46,374.39,backpack
1619,000000099004.jpg,480,640,309.19,101.13,318.69,110.17,backpack
1620,000000099004.jpg,480,640,297.49,256.47,311.49,272.81,backpack
1621,000000099004.jpg,480,640,525.61,421.26,578.67,480.0,backpack
1622,000000099004.jpg,480,640,331.36,403.54,412.69,480.0,backpack
1623,000000099004.jpg,480,640,308.01,412.35,331.27,451.24,backpack
1624,000000099004.jpg,480,640,137.44,102.54,168.28,128.31,backpack
1625,000000099004.jpg,480,640,204.8,202.43,213.09,208.14,backpack
1626,000000099004.jpg,480,640,368.04,305.35,398.53,319.05,backpack
1627,000000099004.jpg,480,640,397.29,269.04,415.33,276.55,backpack
1628,000000099004.jpg,480,640,46.17,369.74,168.9,479.69,backpack
1629,000000099004.jpg,480,640,603.91,214.38,613.7,222.39,backpack
1630,000000099004.jpg,480,640,237.47,149.4,249.05,162.81,backpack
1631,000000099004.jpg,480,640,181.85,131.71,186.84,140.04,backpack
1632,000000099004.jpg,480,640,253.95,425.66,317.86,479.77,backpack
1633,000000099004.jpg,480,640,263.75,102.75,272.35,111.56,backpack
1634,000000099004.jpg,480,640,306.24,443.23,324.25,462.87,backpack
1635,000000099004.jpg,480,640,424.18,371.15,504.65,479.38,backpack
1636,000000099004.jpg,480,640,319.28,333.3,475.69,453.03,backpack
1637,000000099004.jpg,480,640,225.06,147.13,232.67,151.48,backpack
1638,000000099004.jpg,480,640,170.6,379.91,181.36,409.62,backpack
1639,000000099004.jpg,480,640,64.08,322.03,148.22,413.59,backpack
1640,000000099004.jpg,480,640,491.15,358.81,527.79,442.29,backpack
1641,000000099004.jpg,480,640,0.0,24.0,639.0,479.0,backpack
1642,000000099004.jpg,480,640,247.55,394.01,271.46,480.0,backpack
1643,000000099004.jpg,480,640,288.45,417.49,302.8,426.79,backpack
1644,000000099004.jpg,480,640,1.0,5.0,510.0,338.0,backpack
1645,000000099008.jpg,480,640,178.43,59.99,506.04,480.0,backpack
1646,000000099008.jpg,480,640,307.04,22.91,360.6,75.08,backpack
1647,000000099008.jpg,480,640,353.8,2.16,445.48,98.16,backpack
1648,000000099008.jpg,480,640,314.72,199.79,384.71,255.0,backpack
1649,000000099008.jpg,480,640,443.71,63.05,459.86,91.66,backpack
1650,000000099008.jpg,480,640,429.63,59.59,443.14,76.85,backpack
1651,000000099008.jpg,480,640,39.87,24.23,71.33,78.01,backpack
1652,000000099008.jpg,480,640,345.52,24.39,364.03,51.45,backpack
1653,000000099008.jpg,480,640,37.84,35.14,73.51,183.24,backpack
1654,000000099008.jpg,480,640,317.34,25.66,334.0,50.76,backpack
1655,000000099008.jpg,480,640,184.72,34.43,215.91,79.43,backpack
1656,000000099008.jpg,480,640,179.52,72.39,203.66,145.28,backpack
1657,000000099008.jpg,480,640,358.88,410.81,419.21,480.0,backpack
1658,000000099008.jpg,480,640,263.38,24.31,304.27,74.12,backpack
1659,000000099008.jpg,480,640,214.48,23.77,255.61,143.69,backpack
1660,000000099008.jpg,480,640,345.75,7.96,372.76,48.32,backpack
1661,000000099008.jpg,480,640,446.45,0.02,488.71,102.37,backpack
1662,000000099008.jpg,480,640,245.93,306.41,639.64,474.68,backpack
1663,000000099162.jpg,478,640,48.08,62.86,483.25,401.27,backpack
1664,000000099162.jpg,478,640,615.51,250.39,640.0,300.06,backpack
1665,000000099162.jpg,478,640,556.4,238.09,583.66,349.92,backpack
1666,000000099162.jpg,478,640,307.86,222.32,537.38,349.7,backpack
1667,000000099162.jpg,478,640,593.28,231.45,623.89,357.79,backpack
1668,000000099162.jpg,478,640,598.75,200.42,619.37,219.81,backpack
1669,000000099162.jpg,478,640,516.56,257.34,538.28,289.05,backpack
1670,000000099162.jpg,478,640,595.62,254.27,615.76,284.8,backpack
1671,000000099162.jpg,478,640,468.25,245.36,511.0,338.39,backpack
1672,000000099162.jpg,478,640,622.67,195.19,634.69,217.0,backpack
1673,000000099162.jpg,478,640,581.67,148.56,609.38,183.34,backpack
1674,000000099162.jpg,478,640,440.19,249.79,479.04,311.36,backpack
1675,000000099162.jpg,478,640,18.46,223.18,38.05,283.26,backpack
1676,000000099162.jpg,478,640,543.78,135.18,583.35,183.67,backpack
1677,000000099162.jpg,478,640,534.14,202.16,551.88,269.08,backpack
1678,000000099162.jpg,478,640,560.09,202.29,579.86,238.88,backpack
1679,000000099162.jpg,478,640,544.71,321.74,588.23,369.49,backpack
1680,000000099162.jpg,478,640,550.07,199.57,563.96,265.41,backpack
1681,000000099180.jpg,334,500,158.05,58.32,183.62,127.2,backpack
1682,000000099180.jpg,334,500,229.76,43.03,235.66,64.53,backpack
1683,000000099180.jpg,334,500,156.9,69.86,170.26,98.87,backpack
1684,000000099180.jpg,334,500,0.0,158.92,45.55,176.48,backpack
1685,000000099180.jpg,334,500,227.66,67.3,234.06,90.67,backpack
1686,000000099180.jpg,334,500,223.37,71.01,228.71,86.77,backpack
1687,000000099180.jpg,334,500,8.64,127.6,53.73,152.76,backpack
1688,000000099180.jpg,334,500,420.66,65.88,500.0,143.45,backpack
1689,000000099180.jpg,334,500,233.51,66.25,241.65,94.7,backpack
1690,000000099180.jpg,334,500,40.04,116.82,89.44,142.08,backpack
1691,000000099314.jpg,333,500,168.29,23.63,336.58,199.8,backpack
1692,000000099314.jpg,333,500,113.72,97.28,431.01,328.51,backpack
1693,000000099314.jpg,333,500,0.0,206.13,60.84,291.64,backpack
1694,000000099314.jpg,333,500,5.99,40.18,457.97,326.04,backpack
1695,000000100417.jpg,427,640,24.95,54.69,491.29,403.01,bear
1696,000000106513.jpg,480,640,444.64,273.42,500.28,433.66,umbrella
1697,000000106513.jpg,480,640,485.49,263.12,527.01,417.41,umbrella
1698,000000106513.jpg,480,640,561.11,264.35,582.59,276.16,umbrella
1699,000000106513.jpg,480,640,142.61,274.33,178.58,312.08,umbrella
1700,000000106513.jpg,480,640,583.48,307.95,638.34,472.52,umbrella
1701,000000106513.jpg,480,640,529.24,270.44,544.59,286.81,umbrella
1702,000000106513.jpg,480,640,542.38,271.26,581.41,308.86,umbrella
1703,000000106513.jpg,480,640,537.36,288.58,579.69,398.0,umbrella
1704,000000106513.jpg,480,640,538.01,315.02,552.11,338.71,umbrella
1705,000000106513.jpg,480,640,288.82,268.75,330.39,306.63,umbrella
1706,000000106513.jpg,480,640,172.58,88.45,419.6,389.39,umbrella
1707,000000106513.jpg,480,640,551.52,339.16,584.38,397.84,umbrella
1708,000000106525.jpg,480,640,92.44,0.99,640.0,473.88,dog
1709,000000106525.jpg,480,640,113.26,114.46,640.0,473.65,dog
